Name	AccessionID	Date	Continent	Location	Region	Location_with_Region
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013289/2021-01-26	EPI_ISL_1013289	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013290/2021-01-27	EPI_ISL_1013290	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013291/2021-01-26	EPI_ISL_1013291	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013292/2021-01-27	EPI_ISL_1013292	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013293/2021-01-27	EPI_ISL_1013293	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013294/2021-01-28	EPI_ISL_1013294	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013295/2021-01-28	EPI_ISL_1013295	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013296/2021-01-27	EPI_ISL_1013296	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013297/2021-01-27	EPI_ISL_1013297	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013298/2021-01-27	EPI_ISL_1013298	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013299/2021-01-28	EPI_ISL_1013299	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013300/2021-01-28	EPI_ISL_1013300	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013301/2021-01-28	EPI_ISL_1013301	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013302/2021-01-28	EPI_ISL_1013302	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013303/2021-01-28	EPI_ISL_1013303	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013304/2021-01-28	EPI_ISL_1013304	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013305/2021-01-28	EPI_ISL_1013305	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013306/2021-01-28	EPI_ISL_1013306	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013307/2021-01-28	EPI_ISL_1013307	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013308/2021-01-28	EPI_ISL_1013308	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013309/2021-01-28	EPI_ISL_1013309	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013310/2021-01-28	EPI_ISL_1013310	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013311/2021-01-28	EPI_ISL_1013311	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013312/2021-01-28	EPI_ISL_1013312	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013313/2021-01-28	EPI_ISL_1013313	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013314/2021-01-28	EPI_ISL_1013314	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013315/2021-01-28	EPI_ISL_1013315	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013316/2021-01-28	EPI_ISL_1013316	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013317/2021-01-28	EPI_ISL_1013317	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013318/2021-01-29	EPI_ISL_1013318	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013319/2021-01-29	EPI_ISL_1013319	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013320/2021-01-28	EPI_ISL_1013320	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013321/2021-01-28	EPI_ISL_1013321	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013322/2021-01-28	EPI_ISL_1013322	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013323/2021-01-28	EPI_ISL_1013323	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013324/2021-01-29	EPI_ISL_1013324	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013325/2021-01-28	EPI_ISL_1013325	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013326/2021-01-28	EPI_ISL_1013326	2021/01/28	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013327/2021-01-29	EPI_ISL_1013327	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013328/2021-01-29	EPI_ISL_1013328	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013329/2021-01-29	EPI_ISL_1013329	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013330/2021-01-29	EPI_ISL_1013330	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013331/2021-01-29	EPI_ISL_1013331	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013332/2021-01-29	EPI_ISL_1013332	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013333/2021-01-29	EPI_ISL_1013333	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013334/2021-01-29	EPI_ISL_1013334	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013335/2021-01-29	EPI_ISL_1013335	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013336/2021-01-29	EPI_ISL_1013336	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013337/2021-01-29	EPI_ISL_1013337	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013338/2021-01-29	EPI_ISL_1013338	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013339/2021-01-29	EPI_ISL_1013339	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013340/2021-01-29	EPI_ISL_1013340	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013341/2021-01-30	EPI_ISL_1013341	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013342/2021-01-29	EPI_ISL_1013342	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013343/2021-01-29	EPI_ISL_1013343	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013344/2021-01-30	EPI_ISL_1013344	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013345/2021-01-30	EPI_ISL_1013345	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013346/2021-01-29	EPI_ISL_1013346	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013347/2021-01-30	EPI_ISL_1013347	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013348/2021-01-30	EPI_ISL_1013348	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013349/2021-01-30	EPI_ISL_1013349	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013350/2021-01-30	EPI_ISL_1013350	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013351/2021-01-31	EPI_ISL_1013351	2021/01/31	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013352/2021-01-30	EPI_ISL_1013352	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013353/2021-01-30	EPI_ISL_1013353	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013354/2021-01-30	EPI_ISL_1013354	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013357/2021-01-26	EPI_ISL_1013357	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013358/2021-01-26	EPI_ISL_1013358	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013359/2021-01-26	EPI_ISL_1013359	2021/01/26	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013360/2021-01-27	EPI_ISL_1013360	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013361/2021-01-27	EPI_ISL_1013361	2021/01/27	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013362/2021-01-29	EPI_ISL_1013362	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013363/2021-01-29	EPI_ISL_1013363	2021/01/29	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1013364/2021-01-30	EPI_ISL_1013364	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Europe/Netherlands/Noord-Brabant/EPI_ISL_1013787/2021-01-29	EPI_ISL_1013787	2021/01/29	Europe	Netherlands	Noord-Brabant	Netherlands
hCoV-19/Europe/Netherlands/Noord-Brabant/EPI_ISL_1013788/2021-02-04	EPI_ISL_1013788	2021/02/04	Europe	Netherlands	Noord-Brabant	Netherlands
hCoV-19/Europe/Netherlands/Noord-Holland/EPI_ISL_1013789/2021-01-25	EPI_ISL_1013789	2021/01/25	Europe	Netherlands	Noord-Holland	Netherlands
hCoV-19/Europe/Netherlands/Noord-Holland/EPI_ISL_1013790/2021-01-27	EPI_ISL_1013790	2021/01/27	Europe	Netherlands	Noord-Holland	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1013791/2021-01-24	EPI_ISL_1013791	2021/01/24	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1013792/2021-01-29	EPI_ISL_1013792	2021/01/29	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1013793/2021-02-02	EPI_ISL_1013793	2021/02/02	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1013794/2021-02-02	EPI_ISL_1013794	2021/02/02	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1013795/2021-01-29	EPI_ISL_1013795	2021/01/29	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1013796/2021-01-30	EPI_ISL_1013796	2021/01/30	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1013797/2021-01-30	EPI_ISL_1013797	2021/01/30	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Zuid-Holland/EPI_ISL_1013798/2021-02-02	EPI_ISL_1013798	2021/02/02	Europe	Netherlands	Zuid-Holland	Netherlands
hCoV-19/Europe/Netherlands/Zuid-Holland/EPI_ISL_1013799/2021-02-04	EPI_ISL_1013799	2021/02/04	Europe	Netherlands	Zuid-Holland	Netherlands
hCoV-19/Europe/Netherlands/Zuid-Holland/EPI_ISL_1013800/2021-02-04	EPI_ISL_1013800	2021/02/04	Europe	Netherlands	Zuid-Holland	Netherlands
hCoV-19/Europe/Netherlands/Zuid-Holland/EPI_ISL_1013801/2021-02-04	EPI_ISL_1013801	2021/02/04	Europe	Netherlands	Zuid-Holland	Netherlands
hCoV-19/Europe/Netherlands/Noord-Holland/EPI_ISL_1014283/2021-02-01	EPI_ISL_1014283	2021/02/01	Europe	Netherlands	Noord-Holland	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1014344/2021-01-26	EPI_ISL_1014344	2021/01/26	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1014345/2021-01-29	EPI_ISL_1014345	2021/01/29	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1014346/2021-01-03	EPI_ISL_1014346	2021/01/03	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1014347/2021-01-26	EPI_ISL_1014347	2021/01/26	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Noord-Brabant/EPI_ISL_1014348/2021-01-25	EPI_ISL_1014348	2021/01/25	Europe	Netherlands	Noord-Brabant	Netherlands
hCoV-19/Europe/Belgium/Hasselt/EPI_ISL_1014907/2021-02-08	EPI_ISL_1014907	2021/02/08	Europe	Belgium	Hasselt	Belgium
hCoV-19/NorthAmerica/USA/Maryland/EPI_ISL_1015575/2021-02-03	EPI_ISL_1015575	2021/02/03	NorthAmerica	USA	Maryland	USA
hCoV-19/Oceania/NewZealand/Waitemata/EPI_ISL_1016865/2021-02-03	EPI_ISL_1016865	2021/02/03	Oceania	NewZealand	Waitemata	NewZealand
hCoV-19/Oceania/NewZealand/Waitemata/EPI_ISL_1016866/2021-01-26	EPI_ISL_1016866	2021/01/26	Oceania	NewZealand	Waitemata	NewZealand
hCoV-19/Oceania/NewZealand/Northland/EPI_ISL_1016867/2021-01-22	EPI_ISL_1016867	2021/01/22	Oceania	NewZealand	Northland	NewZealand
hCoV-19/Oceania/NewZealand/CountiesManukau/EPI_ISL_1016872/2021-02-07	EPI_ISL_1016872	2021/02/07	Oceania	NewZealand	CountiesManukau	NewZealand
hCoV-19/Oceania/NewZealand/Auckland/EPI_ISL_1016873/2021-02-05	EPI_ISL_1016873	2021/02/05	Oceania	NewZealand	Auckland	NewZealand
hCoV-19/Oceania/NewZealand/CountiesManukau/EPI_ISL_1016874/2021-01-18	EPI_ISL_1016874	2021/01/18	Oceania	NewZealand	CountiesManukau	NewZealand
hCoV-19/Oceania/NewZealand/CountiesManukau/EPI_ISL_1016875/2021-01-17	EPI_ISL_1016875	2021/01/17	Oceania	NewZealand	CountiesManukau	NewZealand
hCoV-19/Oceania/NewZealand/CountiesManukau/EPI_ISL_1016876/2021-01-14	EPI_ISL_1016876	2021/01/14	Oceania	NewZealand	CountiesManukau	NewZealand
hCoV-19/Oceania/NewZealand/Auckland/EPI_ISL_1016877/2021-01-12	EPI_ISL_1016877	2021/01/12	Oceania	NewZealand	Auckland	NewZealand
hCoV-19/Africa/Ghana/EPI_ISL_1018074/2021-01-10	EPI_ISL_1018074	2021/01/10	Africa	Ghana	EPI_ISL_1018074	Ghana
hCoV-19/Africa/Ghana/EPI_ISL_1018079/2021-01-12	EPI_ISL_1018079	2021/01/12	Africa	Ghana	EPI_ISL_1018079	Ghana
hCoV-19/Africa/Ghana/EPI_ISL_1018085/2021-01-14	EPI_ISL_1018085	2021/01/14	Africa	Ghana	EPI_ISL_1018085	Ghana
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_1018421/2021-02-09	EPI_ISL_1018421	2021/02/09	Europe	UnitedKingdom	England	UnitedKingdom
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_1018836/2021-02-10	EPI_ISL_1018836	2021/02/10	Europe	UnitedKingdom	England	UnitedKingdom
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_1018900/2021-02-10	EPI_ISL_1018900	2021/02/10	Europe	UnitedKingdom	England	UnitedKingdom
hCoV-19/Asia/SouthKorea/Chungbuk/EPI_ISL_10189542/2021-04-22	EPI_ISL_10189542	2021/04/22	Asia	SouthKorea	Chungbuk	SouthKorea
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_1019336/2021-02-10	EPI_ISL_1019336	2021/02/10	Europe	UnitedKingdom	England	UnitedKingdom
hCoV-19/Europe/Germany/Bavaria/EPI_ISL_10201351/2021-02-25	EPI_ISL_10201351	2021/02/25	Europe	Germany	Bavaria	Germany
hCoV-19/Europe/Germany/Bavaria/EPI_ISL_10201352/2021-06-11	EPI_ISL_10201352	2021/06/11	Europe	Germany	Bavaria	Germany
hCoV-19/Europe/Germany/Bavaria/EPI_ISL_10201353/2021-06-11	EPI_ISL_10201353	2021/06/11	Europe	Germany	Bavaria	Germany
hCoV-19/Europe/Germany/Bavaria/EPI_ISL_10201354/2021-06-11	EPI_ISL_10201354	2021/06/11	Europe	Germany	Bavaria	Germany
hCoV-19/Europe/France/Provence-Alpes-CotedAzur/Marseille/EPI_ISL_1020388/2021-01-28	EPI_ISL_1020388	2021/01/28	Europe	France	Provence-Alpes-CotedAzur	France
hCoV-19/Europe/Turkey/EPI_ISL_1020479/2021-01-26	EPI_ISL_1020479	2021/01/26	Europe	Turkey	EPI_ISL_1020479	Turkey
hCoV-19/Europe/Turkey/EPI_ISL_1020480/2021-01-26	EPI_ISL_1020480	2021/01/26	Europe	Turkey	EPI_ISL_1020480	Turkey
hCoV-19/Europe/Turkey/EPI_ISL_1020481/2021-01-26	EPI_ISL_1020481	2021/01/26	Europe	Turkey	EPI_ISL_1020481	Turkey
hCoV-19/Europe/Turkey/EPI_ISL_1020482/2021-01-29	EPI_ISL_1020482	2021/01/29	Europe	Turkey	EPI_ISL_1020482	Turkey
hCoV-19/Europe/Turkey/EPI_ISL_1020483/2021-01-29	EPI_ISL_1020483	2021/01/29	Europe	Turkey	EPI_ISL_1020483	Turkey
hCoV-19/Europe/Spain/Catalunya/EPI_ISL_1020573/2021-02-03	EPI_ISL_1020573	2021/02/03	Europe	Spain	Catalunya	Spain
hCoV-19/Europe/Denmark/Hovedstaden/EPI_ISL_1022511/2021-02-08	EPI_ISL_1022511	2021/02/08	Europe	Denmark	Hovedstaden	Denmark
hCoV-19/Europe/Denmark/Hovedstaden/EPI_ISL_1023369/2021-02-08	EPI_ISL_1023369	2021/02/08	Europe	Denmark	Hovedstaden	Denmark
hCoV-19/Europe/Portugal/EPI_ISL_1023468/2021-01-04	EPI_ISL_1023468	2021/01/04	Europe	Portugal	EPI_ISL_1023468	Portugal
hCoV-19/Europe/Denmark/Hovedstaden/EPI_ISL_1024569/2021-02-01	EPI_ISL_1024569	2021/02/01	Europe	Denmark	Hovedstaden	Denmark
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_1033469/2021-02-11	EPI_ISL_1033469	2021/02/11	Europe	UnitedKingdom	England	UnitedKingdom
hCoV-19/Europe/UnitedKingdom/England/EPI_ISL_1034013/2021-02-07	EPI_ISL_1034013	2021/02/07	Europe	UnitedKingdom	England	UnitedKingdom
hCoV-19/Europe/Turkey/EPI_ISL_1034259/2021-01-29	EPI_ISL_1034259	2021/01/29	Europe	Turkey	EPI_ISL_1034259	Turkey
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1035093/2021-02-10	EPI_ISL_1035093	2021/02/10	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1035094/2021-02-06	EPI_ISL_1035094	2021/02/06	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Noord-Holland/EPI_ISL_1035095/2021-02-05	EPI_ISL_1035095	2021/02/05	Europe	Netherlands	Noord-Holland	Netherlands
hCoV-19/Europe/Netherlands/Noord-Holland/EPI_ISL_1035096/2021-02-05	EPI_ISL_1035096	2021/02/05	Europe	Netherlands	Noord-Holland	Netherlands
hCoV-19/Europe/Netherlands/Drenthe/EPI_ISL_1035097/2021-02-06	EPI_ISL_1035097	2021/02/06	Europe	Netherlands	Drenthe	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1035224/2021-02-10	EPI_ISL_1035224	2021/02/10	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1035225/2021-02-10	EPI_ISL_1035225	2021/02/10	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1035226/2021-02-10	EPI_ISL_1035226	2021/02/10	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1035227/2021-02-04	EPI_ISL_1035227	2021/02/04	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1035228/2021-01-13	EPI_ISL_1035228	2021/01/13	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Utrecht/EPI_ISL_1035229/2021-01-13	EPI_ISL_1035229	2021/01/13	Europe	Netherlands	Utrecht	Netherlands
hCoV-19/Europe/Netherlands/Noord-Holland/EPI_ISL_1035230/2021-02-05	EPI_ISL_1035230	2021/02/05	Europe	Netherlands	Noord-Holland	Netherlands
hCoV-19/Europe/Netherlands/Noord-Brabant/EPI_ISL_1035231/2021-02-01	EPI_ISL_1035231	2021/02/01	Europe	Netherlands	Noord-Brabant	Netherlands
hCoV-19/Europe/Netherlands/Noord-Brabant/EPI_ISL_1035232/2021-02-01	EPI_ISL_1035232	2021/02/01	Europe	Netherlands	Noord-Brabant	Netherlands
hCoV-19/Europe/Netherlands/Limburg/EPI_ISL_1035233/2021-01-13	EPI_ISL_1035233	2021/01/13	Europe	Netherlands	Limburg	Netherlands
hCoV-19/Europe/Netherlands/Gelderland/EPI_ISL_1035234/2021-02-02	EPI_ISL_1035234	2021/02/02	Europe	Netherlands	Gelderland	Netherlands
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1035923/2021-01-30	EPI_ISL_1035923	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1035931/2021-01-30	EPI_ISL_1035931	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1035932/2021-01-31	EPI_ISL_1035932	2021/01/31	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1035933/2021-01-30	EPI_ISL_1035933	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1035934/2021-01-31	EPI_ISL_1035934	2021/01/31	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1035935/2021-01-31	EPI_ISL_1035935	2021/01/31	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1035936/2021-01-30	EPI_ISL_1035936	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1035937/2021-01-30	EPI_ISL_1035937	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1035938/2021-01-30	EPI_ISL_1035938	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1035939/2021-01-30	EPI_ISL_1035939	2021/01/30	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1035940/2021-01-31	EPI_ISL_1035940	2021/01/31	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1035941/2021-01-31	EPI_ISL_1035941	2021/01/31	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1035942/2021-01-31	EPI_ISL_1035942	2021/01/31	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1035943/2021-01-31	EPI_ISL_1035943	2021/01/31	Africa	Mayotte	Mamoudzou	Mayotte
hCoV-19/Africa/Mayotte/Mamoudzou/EPI_ISL_1035944/2021-01-31	EPI_ISL_1035944	2021/01/31	Africa	Mayotte	Mamoudzou	Mayotte
